CMDLINE /home/funkylisp/projects/carte/.venv/bin/python profiler.py --ondisk
MEM 1926.890625 1736674210.9036
MEM 1946.468750 1736674211.0039
MEM 1963.683594 1736674211.1041
MEM 1980.875000 1736674211.2044
MEM 1998.878906 1736674211.3046
MEM 2017.398438 1736674211.4049
MEM 2034.878906 1736674211.5051
MEM 2053.066406 1736674211.6054
MEM 2070.558594 1736674211.7056
MEM 2088.792969 1736674211.8058
MEM 2106.253906 1736674211.9061
MEM 2125.519531 1736674212.0063
MEM 2144.511719 1736674212.1065
MEM 2162.281250 1736674212.2068
MEM 2181.023438 1736674212.3070
MEM 2199.800781 1736674212.4073
MEM 2218.039062 1736674212.5075
MEM 2235.011719 1736674212.6077
MEM 2253.746094 1736674212.7080
MEM 2272.820312 1736674212.8082
MEM 2290.289062 1736674212.9085
MEM 2303.933594 1736674213.0088
MEM 2317.796875 1736674213.1091
MEM 2329.835938 1736674213.2094
MEM 2343.191406 1736674213.3098
MEM 2354.210938 1736674213.4101
MEM 2365.519531 1736674213.5104
MEM 2376.566406 1736674213.6107
MEM 2387.414062 1736674213.7111
MEM 2399.175781 1736674213.8114
MEM 2413.039062 1736674213.9116
MEM 2426.179688 1736674214.0120
MEM 2439.773438 1736674214.1123
MEM 2453.371094 1736674214.2126
MEM 2467.535156 1736674214.3129
MEM 2481.871094 1736674214.4132
MEM 2495.968750 1736674214.5136
MEM 2509.847656 1736674214.6140
MEM 2521.164062 1736674214.7144
MEM 2532.714844 1736674214.8148
MEM 2546.300781 1736674214.9151
MEM 2559.640625 1736674215.0171
MEM 2572.281250 1736674215.1174
MEM 2586.390625 1736674215.2177
MEM 2599.472656 1736674215.3181
MEM 2605.933594 1736674215.4185
MEM 2605.933594 1736674215.5189
MEM 2615.425781 1736674215.6192
MEM 2627.996094 1736674215.7197
MEM 2641.000000 1736674215.8203
MEM 2654.890625 1736674215.9206
MEM 2668.226562 1736674216.0209
MEM 2681.574219 1736674216.1212
MEM 2697.531250 1736674216.2215
MEM 2711.394531 1736674216.3218
MEM 2726.804688 1736674216.4221
MEM 2741.199219 1736674216.5224
MEM 2755.328125 1736674216.6228
MEM 2769.945312 1736674216.7231
MEM 2783.820312 1736674216.8233
MEM 2798.191406 1736674216.9236
MEM 2811.800781 1736674217.0239
MEM 2827.464844 1736674217.1242
MEM 2841.859375 1736674217.2245
MEM 2860.054688 1736674217.3248
MEM 2878.613281 1736674217.4250
MEM 2897.890625 1736674217.5252
MEM 2915.859375 1736674217.6255
MEM 2933.867188 1736674217.7257
MEM 2953.097656 1736674217.8259
MEM 2970.050781 1736674217.9262
MEM 2988.390625 1736674218.0264
MEM 3006.144531 1736674218.1267
MEM 3025.414062 1736674218.2269
MEM 3046.039062 1736674218.3271
MEM 3065.050781 1736674218.4274
MEM 3081.210938 1736674218.5277
MEM 3094.816406 1736674218.6279
MEM 3113.062500 1736674218.7281
MEM 3130.019531 1736674218.8283
MEM 3149.597656 1736674218.9285
MEM 3165.765625 1736674219.0287
MEM 3181.195312 1736674219.1290
MEM 3198.660156 1736674219.2293
MEM 3215.609375 1736674219.3295
MEM 3230.753906 1736674219.4297
MEM 3245.000000 1736674219.5300
MEM 3259.546875 1736674219.6302
MEM 3273.144531 1736674219.7305
MEM 3286.707031 1736674219.8307
MEM 3298.832031 1736674219.9310
MEM 3313.824219 1736674220.0312
MEM 3327.488281 1736674220.1314
MEM 3339.890625 1736674220.2316
MEM 3350.828125 1736674220.3319
MEM 3360.656250 1736674220.4321
MEM 3375.277344 1736674220.5324
MEM 3388.832031 1736674220.6327
MEM 3402.027344 1736674220.7329
MEM 3415.777344 1736674220.8332
MEM 3427.308594 1736674220.9337
MEM 3443.199219 1736674221.0340
MEM 3457.320312 1736674221.1343
MEM 3469.667969 1736674221.2345
MEM 3483.250000 1736674221.3347
MEM 3499.734375 1736674221.4350
MEM 3518.214844 1736674221.5352
MEM 3535.570312 1736674221.6355
MEM 3551.230469 1736674221.7357
MEM 3564.589844 1736674221.8362
MEM 3576.363281 1736674221.9364
MEM 3587.937500 1736674222.0367
MEM 3602.039062 1736674222.1369
MEM 3617.183594 1736674222.2371
MEM 3631.546875 1736674222.3374
MEM 3647.179688 1736674222.4376
MEM 3647.695312 1736674222.5379
MEM 3650.679688 1736674222.6381
MEM 3657.585938 1736674222.7384
MEM 3669.640625 1736674222.8387
MEM 3686.843750 1736674222.9389
MEM 3703.785156 1736674223.0392
MEM 3720.453125 1736674223.1394
MEM 3735.656250 1736674223.2396
MEM 3752.093750 1736674223.3399
MEM 3766.992188 1736674223.4401
MEM 3782.636719 1736674223.5404
MEM 3798.250000 1736674223.6406
MEM 3814.648438 1736674223.7408
MEM 3831.332031 1736674223.8411
MEM 3847.187500 1736674223.9414
MEM 3864.617188 1736674224.0416
MEM 3879.519531 1736674224.1419
MEM 3896.691406 1736674224.2421
MEM 3914.421875 1736674224.3423
MEM 3930.351562 1736674224.4426
MEM 3948.621094 1736674224.5429
MEM 3965.828125 1736674224.6431
MEM 3983.113281 1736674224.7434
MEM 3999.546875 1736674224.8436
MEM 4018.046875 1736674224.9439
MEM 4036.050781 1736674225.0441
MEM 4053.535156 1736674225.1443
MEM 4071.496094 1736674225.2446
MEM 4089.769531 1736674225.3448
MEM 4107.792969 1736674225.4450
MEM 4125.023438 1736674225.5453
MEM 4143.285156 1736674225.6455
MEM 4162.035156 1736674225.7457
MEM 4179.257812 1736674225.8459
MEM 4199.039062 1736674225.9461
MEM 4217.566406 1736674226.0464
MEM 4235.847656 1736674226.1466
MEM 4253.339844 1736674226.2468
MEM 4272.128906 1736674226.3471
MEM 4291.175781 1736674226.4473
MEM 4308.628906 1736674226.5475
MEM 4325.585938 1736674226.6478
MEM 4342.285156 1736674226.7480
MEM 4343.832031 1736674226.8483
MEM 4303.761719 1736674226.9485
MEM 4303.761719 1736674227.0488
MEM 4303.761719 1736674227.1491
MEM 4303.746094 1736674227.2493
MEM 4303.746094 1736674227.3496
MEM 4305.800781 1736674227.4499
MEM 0.000000 1736674227.5501
